       7.958300027756e-04       3.947747700511e+03 
       8.498776956201e-04       4.197835769959e+03 
       9.074493547267e-04       4.462251789508e+03 
       9.686358484069e-04       4.741043328477e+03 
       1.033492011428e-03       5.034073386146e+03 
       1.102033730297e-03       5.341019164337e+03 
       1.174236996743e-03       5.661322392585e+03 
       1.250039060106e-03       5.994273665987e+03 
       1.329341557101e-03       6.338981539581e+03 
       1.412015268027e-03       6.694390942988e+03 
       1.497905988472e-03       7.059459351599e+03 
       1.586840940282e-03       7.432980039249e+03 
       1.678635174248e-03       7.813796285514e+03 
       1.773097517095e-03       8.200673845983e+03 
       1.870035753314e-03       8.592483087927e+03 
       1.969260875557e-03       8.988100651819e+03 
       2.070590361430e-03       9.386514382975e+03 
       2.173850526998e-03       9.786722324149e+03 
       2.278878065511e-03       1.018782304299e+04 
       2.385520908121e-03       1.058905919953e+04 
       2.493638548880e-03       1.098962426376e+04 
       2.603101967099e-03       1.138892126212e+04 
       2.713793262857e-03       1.178633462335e+04 
       2.825605100999e-03       1.218139311052e+04 
       2.938440038723e-03       1.257356636957e+04 
       3.052209793584e-03       1.296251365945e+04 
       3.166834493247e-03       1.334788575777e+04 
       3.282241935852e-03       1.372937370003e+04 
       3.398366880138e-03       1.410668880617e+04 
       3.515150377139e-03       1.447961408087e+04 
       3.632539149925e-03       1.484797045684e+04 
       3.750485024077e-03       1.521161838162e+04 
       3.868944408967e-03       1.557032818183e+04 
       3.987877828236e-03       1.592412691151e+04 
       4.107249496772e-03       1.627283001847e+04 
       4.227026940934e-03       1.661635809404e+04 
       4.347180658474e-03       1.695463512508e+04 
       4.467683814578e-03       1.728768935414e+04 
       4.588511970529e-03       1.761543852241e+04 
       4.709642841684e-03       1.793781065211e+04 
       4.831056081672e-03       1.825482813161e+04 
       4.952733089998e-03       1.856651160417e+04 
       5.074656840476e-03       1.887293038348e+04 
       5.196811728170e-03       1.917400750441e+04 
       5.319183432780e-03       1.946970636635e+04 
       5.441758796604e-03       1.976016880913e+04 
       5.564525715439e-03       2.004532857873e+04 
       5.687473040959e-03       2.032526700152e+04 
       5.810590493271e-03       2.059996588137e+04 
       5.933868582506e-03       2.086945599205e+04 
       6.057298538437e-03       2.113390327395e+04 
       6.180872247227e-03       2.139317909781e+04 
       6.304582194523e-03       2.164739313367e+04 
       6.428421414189e-03       2.189657167362e+04 
       6.552383442078e-03       2.214078629465e+04 
       6.676462274287e-03       2.238007397321e+04 
       6.800652329422e-03       2.261446015025e+04 
       6.924948414440e-03       2.284400372204e+04 
       7.049345693702e-03       2.306874631901e+04 
       7.173839660892e-03       2.328874350073e+04 
       7.298426113512e-03       2.350287265784e+04 
       7.423101129696e-03       2.371352231417e+04 
       7.547861047095e-03       2.391958373197e+04 
       7.672702443634e-03       2.412103731086e+04 
       7.797622119964e-03       2.431798001749e+04 
       7.922617083422e-03       2.451054998513e+04 
       8.047684533378e-03       2.469874696702e+04 
       8.172821847813e-03       2.488259104878e+04 
       8.298026571029e-03       2.506209313434e+04 
       8.423296402380e-03       2.523725433637e+04 
       8.548629185917e-03       2.540835261502e+04 
       8.674022900888e-03       2.557529135220e+04 
       8.799475652992e-03       2.573808293762e+04 
       8.924985666327e-03       2.589687387150e+04 
       9.050551275985e-03       2.605157833604e+04 
       9.176170921207e-03       2.620224503822e+04 
       9.301843139082e-03       2.634910246517e+04 
       9.427566558721e-03       2.649208580344e+04 
       9.553339895870e-03       2.663121834178e+04 
       9.679161947938e-03       2.676660143844e+04 
       9.805031589388e-03       2.689820394126e+04 
       9.930947767470e-03       2.702619813274e+04 
       1.005690949827e-02       2.715049858269e+04 
       1.018291586304e-02       2.727115678683e+04 
       1.030896600481e-02       2.738837803665e+04 
       1.043505912522e-02       2.750204707918e+04 
       1.056119448159e-02       2.761224562120e+04 
       1.068737138423e-02       2.771896106684e+04 
       1.081358919384e-02       2.782230253294e+04 
       1.093984731926e-02       2.792223799336e+04 
       1.106614521517e-02       2.801931128121e+04 
       1.119248238016e-02       2.811269395165e+04 
       1.131885835475e-02       2.820284373257e+04 
